temperature,humidity,motion,gas,aqi,risk
16.88,17.87,1,305.05,234.93,Warning
16.06,91.47,0,83.74,51.4,Safe
34.23,20.62,0,443.94,319.91,Danger
14.54,84.47,1,314.09,263.39,Danger
44.32,59.88,0,306.85,232.18,Danger
25.42,21.88,0,8.03,12.63,Safe
41.48,5.64,0,505.33,370.51,Danger
21.18,36.32,1,109.32,52.82,Safe
32.91,73.3,0,103.22,85.32,Warning
20.12,3.53,1,583.82,461.43,Warning
27.12,3.4,1,160.9,130.32,Safe
20.39,10.01,1,102.42,39.45,Safe
19.22,55.46,1,545.8,465.06,Warning
22.27,38.2,1,165.01,129.14,Safe
16.28,1.41,0,349.75,267.07,Warning
18.72,82.34,0,354.17,267.3,Danger
24.05,46.72,0,620.99,463.58,Warning
37.54,24.36,0,86.77,62.96,Warning
16.86,49.27,1,368.26,322.74,Warning
22.3,46.12,1,97.67,85.4,Safe
26.57,33.51,0,384.47,267.51,Warning
38.46,69.64,1,439.69,346.8,Danger
15.72,22.55,0,53.79,36.27,Safe
13.13,0.81,0,600.39,493.21,Warning
42.63,24.56,1,31.31,4.37,Safe
42.38,42.72,0,216.67,175.42,Danger
18.43,21.16,0,436.74,376.63,Warning
39.47,70.57,0,214.55,159.05,Danger
30.93,83.95,0,259.9,190.08,Danger
21.53,13.82,1,103.13,42.27,Safe
14.37,68.63,0,73.78,97.15,Safe
21.9,95.39,1,202.76,166.52,Warning
17.67,34.54,1,484.64,390.45,Warning
14.93,39.79,0,138.16,123.03,Safe
35.37,41.55,0,16.28,1.54,Warning
32.45,90.25,0,72.51,28.9,Warning
20.99,20.25,1,343.47,262.42,Warning
24.53,12.86,1,110.89,93.21,Safe
15.6,58.87,0,133.57,100.92,Safe
26.67,75.99,1,592.73,490.66,Warning
39.05,66.24,0,334.83,289.09,Danger
35.85,97.56,1,206.95,165.64,Danger
19.2,10.23,0,489.54,398.44,Warning
36.8,12.84,0,339.96,237.64,Danger
35.7,86.08,0,615.16,487.69,Danger
37.17,5.19,0,91.04,71.55,Warning
20.7,13.36,0,501.31,418.41,Warning
15.14,21.64,0,259.04,205.47,Warning
27.55,9.71,1,149.43,122.24,Safe
18.92,6.43,0,91.28,63.55,Safe
19.52,63.85,0,73.37,41.49,Safe
41.55,57.26,0,101.62,51.55,Warning
35.28,40.5,1,80.3,19.53,Safe
44.08,49.62,1,347.61,248.76,Danger
29.66,99.47,0,174.87,114.06,Warning
27.79,20.69,1,392.23,335.74,Warning
31.0,45.35,0,338.86,249.26,Danger
28.79,92.05,0,104.61,77.04,Safe
31.51,12.41,0,47.93,51.24,Safe
28.99,41.32,0,147.58,93.79,Safe
26.06,95.27,1,289.33,197.12,Danger
16.5,77.61,0,61.56,35.67,Safe
35.54,58.33,0,252.57,178.3,Danger
23.15,88.08,0,454.44,405.95,Danger
30.03,54.48,1,434.44,325.15,Warning
39.99,95.33,0,583.89,445.27,Danger
14.89,68.74,1,572.04,463.81,Warning
25.48,14.58,1,41.83,22.44,Safe
43.57,15.3,0,506.81,402.36,Danger
13.06,5.43,0,479.74,397.11,Warning
14.13,6.0,0,102.14,80.47,Safe
16.4,70.51,1,102.16,75.3,Safe
38.32,81.36,0,61.29,55.02,Warning
32.88,2.42,1,156.81,99.19,Safe
39.19,60.27,0,271.7,214.96,Danger
15.15,18.09,0,147.47,105.03,Warning
32.83,16.83,1,55.89,50.36,Safe
11.58,31.84,1,378.98,284.34,Warning
26.96,56.24,0,371.32,276.62,Warning
38.83,99.1,0,408.16,338.6,Danger
29.51,13.41,0,204.49,121.43,Warning
32.41,92.63,0,222.31,142.4,Danger
20.74,68.85,1,137.3,63.67,Safe
39.8,87.93,0,69.33,14.47,Warning
29.93,47.19,0,110.26,45.48,Safe
17.43,8.47,0,161.66,92.36,Safe
13.25,36.94,0,111.64,102.3,Safe
44.5,48.0,1,421.64,339.85,Danger
39.1,98.44,1,644.27,493.54,Danger
38.57,1.49,1,143.34,115.01,Warning
11.1,15.25,0,466.03,339.52,Warning
35.69,8.86,0,523.05,408.65,Danger
28.79,63.82,1,64.39,42.49,Safe
26.23,77.55,0,577.44,485.08,Danger
10.37,85.59,0,130.27,71.0,Safe
22.18,28.91,0,287.5,236.78,Warning
26.76,40.16,0,402.54,343.05,Warning
12.92,52.51,0,107.37,46.77,Safe
19.81,92.45,0,93.21,54.69,Safe
18.62,55.47,0,462.84,392.61,Warning
35.51,59.82,0,455.04,373.85,Danger
39.75,22.43,0,276.6,240.19,Danger
23.28,43.86,0,297.95,254.33,Warning
43.76,29.2,1,276.32,260.99,Danger
33.72,72.09,1,452.78,329.59,Danger
15.81,15.24,1,475.34,351.3,Warning
13.14,85.9,1,441.33,333.11,Danger
26.14,23.25,0,164.87,96.4,Safe
44.59,55.42,0,297.76,195.23,Danger
10.42,36.3,0,181.76,161.97,Warning
38.4,98.15,0,399.09,295.27,Danger
38.82,88.03,0,379.04,264.06,Danger
27.52,1.47,0,439.67,325.67,Warning
33.59,27.21,0,404.02,330.97,Danger
20.55,17.68,1,136.84,80.81,Safe
29.02,47.82,0,98.42,55.19,Safe
11.4,86.86,0,603.17,460.78,Danger
14.58,85.7,1,269.38,184.76,Danger
32.21,0.47,1,210.28,136.76,Warning
13.28,38.96,0,477.33,387.99,Warning
26.11,10.23,0,46.38,34.53,Safe
26.65,97.11,0,59.8,52.79,Safe
19.17,85.95,0,512.91,389.68,Danger
28.04,21.14,0,499.35,409.74,Warning
34.5,56.68,0,91.62,29.05,Safe
28.4,76.92,0,530.39,411.67,Danger
15.89,12.43,0,136.15,77.04,Safe
41.8,94.8,0,427.64,328.65,Danger
43.53,20.23,0,410.87,344.3,Danger
16.4,75.92,1,190.76,129.68,Warning
24.93,17.9,0,398.62,298.06,Warning
27.36,93.28,0,82.59,18.41,Safe
16.24,31.69,0,54.04,12.36,Safe
27.15,87.97,1,25.04,57.25,Safe
30.73,21.15,0,192.41,160.52,Warning
14.04,14.59,0,175.65,110.96,Warning
42.5,38.65,1,101.98,80.53,Safe
36.18,84.14,1,198.38,142.96,Danger
14.79,40.99,0,597.73,493.08,Warning
16.67,86.96,1,93.14,41.32,Safe
40.16,24.87,0,121.41,95.1,Warning
33.47,74.31,0,564.95,472.99,Danger
27.35,97.23,0,575.45,470.79,Danger
13.74,46.82,1,51.85,48.66,Safe
26.88,53.28,0,71.66,33.81,Safe
22.38,60.96,0,118.29,80.23,Safe
38.64,41.86,1,376.84,267.76,Danger
19.83,54.15,0,445.46,372.55,Warning
17.6,31.03,0,226.79,159.86,Warning
32.45,58.34,1,120.09,111.07,Safe
36.76,52.03,0,15.76,4.9,Warning
10.35,13.94,1,153.39,123.45,Safe
29.83,5.97,1,133.75,81.05,Safe
15.59,6.57,1,533.5,434.89,Warning
16.64,1.28,1,359.48,250.35,Warning
39.06,26.53,0,158.32,77.82,Warning
38.08,60.0,0,433.75,330.27,Danger
23.66,72.77,0,202.97,165.94,Warning
36.1,92.08,0,547.46,448.52,Danger
33.74,27.27,0,239.69,203.59,Danger
21.58,22.4,1,605.63,470.31,Warning
26.49,53.26,0,270.26,230.14,Warning
41.18,93.09,0,312.46,251.69,Danger
24.16,1.27,0,288.58,248.1,Warning
29.71,85.7,1,377.61,279.47,Danger
25.49,43.64,0,475.59,344.86,Warning
21.33,24.8,0,217.79,130.39,Warning
16.2,76.91,1,270.29,236.62,Warning
10.71,15.24,0,78.17,63.11,Safe
21.83,20.85,1,123.08,71.62,Safe
11.39,6.05,0,498.66,394.64,Warning
30.71,14.9,0,332.43,286.85,Danger
15.0,59.7,1,24.75,20.53,Safe
33.61,33.05,1,338.45,284.93,Warning
33.82,78.53,1,635.35,494.72,Danger
15.56,37.29,0,202.57,141.45,Warning
27.1,18.34,1,235.9,163.69,Warning
21.61,15.53,0,90.49,49.68,Safe
28.27,37.04,0,75.25,21.72,Safe
35.18,18.31,1,567.02,439.25,Danger
39.18,70.35,1,352.63,305.84,Danger
37.94,79.01,0,338.96,246.0,Danger
25.35,24.2,0,521.49,397.28,Warning
30.02,18.99,0,483.72,363.27,Danger
15.62,29.17,0,22.92,22.7,Safe
42.16,8.48,0,393.82,333.11,Danger
42.84,24.01,1,47.14,17.87,Safe
41.78,65.02,0,569.01,449.26,Danger
30.53,56.16,0,236.01,164.82,Danger
41.87,96.76,0,483.34,406.21,Danger
31.65,30.61,1,592.18,488.37,Warning
20.11,58.11,0,563.13,481.59,Warning
12.73,57.5,1,84.22,36.19,Safe
41.6,61.55,0,153.52,150.47,Danger
15.31,54.71,1,108.39,127.57,Safe
18.4,38.93,0,271.7,209.95,Warning
21.45,33.2,0,466.46,342.22,Warning
13.35,75.02,0,407.37,311.8,Danger
23.44,79.52,0,587.97,439.97,Danger
14.21,84.33,0,498.34,388.61,Danger
42.37,17.59,0,527.9,392.75,Danger
21.6,45.97,1,196.61,116.76,Safe
36.07,75.33,0,64.45,51.68,Warning
27.98,95.25,0,247.69,211.36,Danger
13.78,68.12,0,303.39,261.46,Danger
30.23,33.54,1,130.36,112.23,Safe
32.2,14.44,0,482.38,375.33,Danger
19.99,2.88,0,379.48,301.68,Warning
10.17,26.37,0,351.83,256.0,Warning
41.84,10.7,0,84.9,48.16,Warning
13.24,37.48,1,25.13,27.4,Safe
29.93,10.01,0,293.41,252.44,Warning
31.37,78.22,1,526.86,473.69,Danger
12.2,50.4,0,1.65,13.59,Safe
19.32,46.27,0,0.0,25.5,Safe
36.31,0.72,1,341.25,291.22,Danger
13.02,51.5,0,167.87,91.74,Safe
16.16,95.8,0,363.64,258.98,Danger
41.08,11.1,0,218.38,182.8,Danger
25.32,42.34,0,176.65,110.35,Warning
29.74,44.89,1,154.36,121.76,Safe
19.7,63.71,1,188.94,111.44,Safe
10.8,20.9,0,328.5,269.0,Warning
24.32,49.93,0,422.22,316.67,Warning
15.6,55.1,0,150.36,124.64,Warning
42.32,43.12,1,62.66,6.9,Safe
29.13,29.01,0,448.94,367.19,Warning
10.03,14.75,0,498.67,441.48,Warning
37.49,38.45,1,101.03,95.27,Safe
30.87,46.84,0,505.15,378.43,Danger
35.32,10.13,0,162.22,127.95,Warning
27.4,62.84,0,36.22,67.3,Safe
42.27,53.39,0,510.83,411.18,Danger
39.85,74.44,0,506.91,384.59,Danger
17.8,86.75,0,74.9,19.12,Safe
19.9,20.95,1,97.45,55.0,Safe
23.18,71.79,0,182.94,140.39,Warning
12.47,5.93,0,614.78,481.88,Warning
40.44,22.67,0,403.86,326.39,Danger
30.28,33.89,0,346.02,282.47,Danger
41.77,67.8,0,49.67,39.3,Warning
32.18,6.38,1,276.32,253.59,Warning
32.62,58.76,1,59.16,36.97,Safe
18.12,97.73,0,58.52,65.25,Safe
13.2,83.17,1,1.31,32.03,Safe
42.58,83.92,1,397.93,324.98,Danger
13.89,13.43,0,468.0,374.91,Warning
27.85,27.04,0,569.65,472.27,Warning
28.98,34.36,0,77.6,24.65,Safe
19.42,3.77,0,514.16,419.28,Warning
23.23,99.32,0,361.22,281.52,Danger
24.57,22.75,0,135.4,62.31,Safe
17.87,28.22,0,518.79,403.88,Warning
15.86,8.69,0,32.61,7.73,Safe
12.09,45.28,0,540.59,462.25,Warning
43.81,4.2,1,467.72,348.44,Danger
28.42,38.26,0,139.22,98.84,Safe
25.82,9.38,0,66.2,3.38,Safe
36.69,62.32,1,2.8,4.08,Safe
26.27,31.89,0,115.02,56.77,Safe
29.73,82.34,0,85.84,30.72,Safe
14.56,60.13,0,309.5,258.57,Warning
10.65,71.95,0,382.98,330.87,Danger
20.91,45.4,0,94.9,77.0,Safe
37.82,16.19,0,206.03,161.27,Danger
17.25,21.6,0,578.86,434.85,Warning
23.43,15.98,1,529.23,392.95,Warning
13.92,60.05,0,119.21,74.02,Safe
23.17,6.3,0,58.27,13.79,Safe
17.72,47.1,1,349.88,242.2,Warning
25.66,41.92,1,531.84,431.65,Warning
22.73,97.51,0,520.75,433.93,Danger
12.78,58.77,0,67.58,58.86,Safe
20.47,4.93,1,66.71,67.84,Safe
21.45,47.54,0,378.68,319.65,Warning
25.2,14.51,0,0.0,29.62,Safe
34.99,6.68,0,52.64,40.36,Safe
43.93,27.94,0,586.56,448.13,Danger
37.46,4.23,0,375.15,305.28,Danger
16.97,50.91,0,311.69,250.04,Warning
39.56,36.72,1,507.05,415.25,Danger
39.54,78.09,0,497.56,392.69,Danger
31.56,39.88,0,16.9,26.18,Safe
25.12,87.07,0,527.84,390.32,Danger
12.2,34.42,0,431.14,366.46,Warning
29.02,35.49,0,132.88,67.76,Safe
16.15,72.83,1,211.25,153.27,Warning
14.25,37.39,0,321.62,308.99,Warning
37.22,66.91,0,41.06,12.82,Warning
44.67,85.05,1,166.39,85.73,Warning
13.35,24.34,1,187.2,166.77,Warning
16.04,81.19,0,178.56,129.75,Warning
29.57,71.04,1,46.78,12.47,Safe
31.86,20.66,0,46.36,40.04,Safe
14.2,67.54,0,301.44,256.16,Danger
39.74,73.27,0,385.0,299.95,Danger
17.4,88.63,1,524.65,422.63,Danger
13.0,72.01,1,329.82,244.29,Warning
11.6,56.34,0,539.69,398.57,Warning
18.12,14.15,1,81.01,50.86,Safe
34.46,10.5,1,326.03,223.36,Warning
44.65,30.54,0,433.42,310.51,Danger
15.56,7.12,1,139.11,126.22,Safe
37.03,65.32,0,196.96,161.98,Danger
30.42,98.89,0,252.06,200.24,Danger
16.99,2.57,0,120.0,85.42,Safe
26.84,48.42,0,59.69,23.44,Safe
33.04,4.56,0,14.44,12.66,Safe
24.22,60.94,0,578.78,488.38,Warning
36.0,68.56,0,342.67,289.5,Danger
40.74,47.74,1,156.35,99.73,Warning
22.99,45.02,1,72.02,42.43,Safe
14.57,26.7,0,27.33,2.17,Safe
18.2,96.24,0,418.29,325.44,Danger
25.56,44.61,0,124.67,96.41,Safe
31.4,25.82,1,63.11,8.2,Safe
19.57,74.6,0,385.57,281.68,Danger
22.46,43.61,0,119.09,91.37,Safe
32.2,55.09,0,521.64,408.42,Danger
28.61,77.99,0,239.93,170.32,Danger
44.4,80.54,0,628.62,494.5,Danger
39.51,37.42,0,382.05,323.67,Danger
24.67,73.89,0,218.99,189.2,Warning
25.88,32.68,0,210.95,163.88,Warning
30.39,50.07,0,46.77,0.29,Safe
24.39,99.91,0,558.7,480.37,Danger
21.04,34.47,0,144.26,92.82,Safe
33.38,69.48,0,620.43,490.96,Danger
40.75,54.84,0,7.48,13.18,Warning
40.09,50.44,0,239.95,209.9,Danger
29.06,85.21,0,284.97,238.91,Danger
17.63,52.9,1,450.74,361.02,Warning
16.55,32.14,0,627.57,495.99,Warning
25.64,91.47,0,304.19,245.01,Danger
40.15,13.69,0,446.86,382.93,Danger
29.69,10.1,0,189.53,143.05,Warning
33.05,50.22,0,251.36,190.05,Danger
41.97,51.04,0,137.86,121.49,Warning
26.9,47.62,0,271.92,219.08,Warning
21.49,58.06,1,229.42,149.62,Warning
14.94,47.41,1,505.0,402.39,Warning
36.39,16.25,0,60.32,26.99,Warning
15.13,46.97,0,147.09,84.45,Safe
34.12,73.46,0,383.67,328.91,Danger
31.01,5.12,0,601.33,494.43,Danger
41.19,11.28,0,320.23,233.26,Danger
15.9,85.36,0,439.68,322.5,Danger
21.7,93.63,1,243.68,151.35,Danger
28.97,64.18,0,95.85,29.37,Safe
39.01,6.06,1,383.5,273.18,Danger
36.67,50.48,0,330.87,230.47,Danger
20.72,76.42,1,186.01,125.58,Warning
29.88,30.34,1,281.17,213.79,Warning
15.66,21.45,0,281.1,200.28,Warning
17.76,11.39,0,575.51,441.51,Warning
44.95,1.01,1,99.28,35.26,Safe
18.98,45.8,0,0.0,1.87,Safe
22.7,52.38,1,291.43,192.04,Warning
38.43,67.02,0,276.24,223.88,Danger
11.23,30.51,0,115.16,104.13,Safe
25.25,81.51,0,117.44,77.02,Safe
44.04,66.84,0,255.03,211.04,Danger
37.11,14.15,0,610.3,475.54,Danger
33.69,83.58,1,483.27,396.52,Danger
40.68,0.92,0,226.27,140.99,Danger
28.94,29.89,0,460.7,330.37,Warning
27.56,65.36,0,268.94,201.23,Danger
13.56,98.21,1,93.81,65.64,Safe
10.97,8.74,0,146.35,86.08,Safe
20.85,26.85,1,184.58,148.27,Safe
14.71,2.79,0,49.14,37.25,Safe
18.0,74.34,0,47.34,17.02,Safe
24.44,82.37,0,405.09,323.02,Danger
28.53,34.55,0,116.25,61.38,Safe
22.8,72.83,0,118.78,90.17,Safe
33.07,21.32,0,187.45,117.32,Warning
20.95,84.03,0,413.46,338.74,Danger
40.64,37.41,0,182.25,107.0,Warning
29.96,74.73,0,550.19,416.46,Danger
30.87,73.39,0,79.69,47.12,Warning
39.95,39.67,0,17.61,5.37,Warning
25.94,32.18,0,116.88,94.33,Safe
40.96,8.84,0,544.19,435.62,Danger
11.1,31.96,1,34.32,15.52,Safe
18.3,81.97,0,284.03,244.29,Danger
43.98,38.58,1,543.25,443.66,Danger
42.82,69.61,0,80.49,67.65,Warning
39.73,66.14,0,371.59,303.74,Danger
39.19,32.01,0,394.32,288.4,Danger
11.71,19.63,0,108.75,67.97,Safe
14.32,80.38,1,94.16,73.44,Safe
30.67,79.15,0,356.98,299.95,Danger
39.42,92.36,0,256.81,160.58,Danger
37.28,70.69,0,592.43,474.02,Danger
28.95,99.08,1,230.19,193.51,Danger
41.46,18.36,0,53.35,52.88,Warning
36.48,97.68,1,510.68,399.09,Danger
26.68,75.61,1,137.44,69.98,Safe
12.55,65.13,0,573.43,468.53,Danger
22.03,23.21,1,164.99,109.85,Safe
17.47,71.97,0,525.17,447.22,Danger
28.53,33.36,0,249.19,196.7,Warning
38.64,61.36,0,436.98,321.35,Danger
39.0,49.5,0,434.14,352.07,Danger
24.56,36.91,1,413.31,354.22,Warning
25.1,63.4,0,501.47,414.76,Warning
38.93,38.54,1,251.87,178.12,Danger
16.12,26.91,1,264.72,231.74,Warning
41.08,69.79,0,287.96,202.74,Danger
13.2,96.19,0,566.54,417.98,Danger
10.68,92.91,1,516.87,439.36,Danger
34.87,64.83,0,593.06,443.53,Danger
19.09,78.49,1,42.83,55.4,Safe
23.42,98.57,0,80.95,61.89,Safe
23.64,47.14,0,581.65,475.65,Warning
29.81,34.85,1,201.73,153.17,Warning
16.92,17.41,1,560.59,442.69,Warning
33.17,64.25,0,589.8,497.96,Danger
13.22,6.49,0,172.81,114.42,Warning
31.69,5.99,0,226.07,187.26,Danger
11.59,32.76,1,30.1,28.52,Safe
28.45,42.08,0,72.89,38.85,Safe
10.49,40.34,1,81.99,46.16,Safe
30.78,42.35,0,104.71,83.74,Safe
11.87,60.58,0,464.83,373.01,Warning
10.96,40.89,0,66.08,18.33,Safe
22.7,90.92,1,391.36,291.72,Danger
33.17,49.03,0,185.73,130.83,Warning
11.65,25.35,0,130.78,98.52,Safe
21.38,99.46,0,311.27,265.28,Danger
33.71,91.42,1,537.97,397.51,Danger
14.67,72.49,0,157.25,110.03,Warning
25.7,63.76,1,47.05,11.34,Safe
30.66,95.12,0,518.64,418.49,Danger
26.47,32.14,0,501.83,388.7,Warning
11.07,96.02,1,408.77,330.5,Danger
12.91,17.71,0,20.41,0.33,Safe
33.61,88.19,0,331.26,261.76,Danger
17.18,25.55,1,166.44,87.6,Safe
22.64,71.41,0,135.36,67.57,Safe
12.48,38.31,0,493.94,365.38,Warning
35.49,2.07,1,583.51,489.32,Danger
30.79,40.33,0,241.18,147.63,Warning
13.75,0.03,0,0.0,15.6,Safe
23.59,92.5,0,433.08,326.85,Danger
13.59,5.12,1,112.27,44.1,Safe
39.97,39.38,1,127.95,65.45,Safe
41.6,12.82,0,436.13,328.19,Danger
19.21,38.03,0,387.89,291.95,Warning
15.93,3.61,0,208.3,119.63,Warning
26.93,37.89,1,552.13,431.37,Warning
18.94,57.03,0,645.28,498.72,Warning
34.6,27.09,0,145.41,125.7,Warning
39.36,27.21,0,386.48,282.51,Danger
24.23,86.47,0,411.06,322.46,Danger
33.39,51.99,1,341.84,288.58,Warning
13.54,80.6,0,183.9,121.37,Warning
15.71,73.71,0,252.61,194.86,Danger
40.29,17.9,0,330.24,243.75,Danger
25.16,8.83,0,154.02,98.14,Safe
40.14,11.15,1,581.37,443.26,Danger
10.99,54.13,0,308.98,243.21,Warning
30.27,98.07,0,561.2,441.95,Danger
41.73,66.5,0,182.65,124.17,Danger
38.14,95.6,1,122.21,133.39,Warning
21.83,32.21,0,89.25,81.52,Safe
16.97,2.44,0,137.73,122.42,Safe
15.89,50.87,1,195.36,136.4,Safe
40.17,86.58,1,105.06,45.02,Warning
16.97,71.57,1,65.86,64.71,Safe
32.06,79.1,0,91.75,68.05,Warning
43.67,11.73,0,633.1,499.79,Danger
35.39,7.07,0,184.61,128.91,Warning
36.73,10.97,0,170.77,163.36,Danger
37.93,58.17,1,140.14,86.71,Warning
44.01,3.7,0,473.48,406.97,Danger
35.1,78.05,1,599.61,483.26,Danger
24.18,56.3,0,144.71,117.9,Warning
20.1,12.44,0,438.24,344.34,Warning
34.13,19.42,1,606.88,495.56,Warning
31.0,7.81,1,113.14,73.24,Safe
19.47,99.59,0,85.55,98.36,Safe
43.28,8.55,0,166.53,124.97,Warning
44.18,37.6,0,142.85,95.19,Warning
29.14,79.8,0,33.83,6.67,Safe
14.52,69.13,0,45.23,57.57,Safe
30.15,57.34,0,412.37,354.75,Danger
10.7,94.04,0,59.07,51.26,Safe
36.85,19.16,0,327.21,219.14,Danger
20.39,51.0,0,111.98,53.37,Safe
31.81,42.23,0,504.15,457.31,Danger
22.33,59.95,0,148.12,84.34,Safe
17.45,22.8,0,130.87,81.15,Safe
44.27,20.74,0,145.8,94.8,Warning
13.53,3.36,1,367.91,298.89,Warning
23.46,17.08,0,497.82,434.94,Warning
24.15,53.73,0,54.89,11.8,Safe
28.19,10.74,1,51.61,41.07,Safe
24.38,20.07,0,135.48,60.54,Safe
15.25,86.88,1,117.08,89.43,Safe
43.38,67.21,0,466.36,392.82,Danger
33.69,88.74,0,32.11,12.98,Warning
22.09,96.22,0,584.56,454.79,Danger
24.19,19.12,0,188.03,126.47,Warning
41.51,49.77,1,422.13,301.75,Danger
23.98,38.3,0,63.12,20.8,Safe
19.81,47.89,0,291.99,199.23,Warning
22.42,69.84,0,247.57,212.46,Danger
32.62,30.89,0,256.7,220.41,Danger
19.87,1.67,1,581.08,448.6,Warning
10.63,75.94,0,7.97,10.53,Safe
33.7,26.02,0,615.58,495.34,Danger
30.09,89.14,1,420.73,353.18,Danger
20.67,13.88,1,122.84,49.86,Safe
27.07,68.01,0,530.17,412.43,Danger
22.74,97.92,0,629.42,477.5,Danger
24.11,11.62,0,97.15,73.29,Safe
42.8,53.27,1,398.94,307.21,Danger
28.16,92.52,0,278.04,191.29,Danger
14.55,74.94,0,173.16,129.1,Warning
25.99,73.14,0,113.55,66.6,Safe
39.4,3.53,1,21.92,5.46,Safe
19.73,64.36,0,493.14,380.25,Warning
17.56,1.24,0,198.24,121.84,Warning
16.43,29.39,0,626.78,498.15,Warning
29.11,11.78,1,179.56,139.65,Safe
37.99,1.56,0,13.83,20.48,Warning
13.89,28.81,0,229.2,150.58,Warning
42.43,43.78,1,267.75,228.57,Danger
43.36,9.83,0,518.19,391.82,Danger
13.41,4.37,1,135.35,62.2,Safe
25.53,5.57,0,123.71,60.91,Safe
39.64,78.95,0,526.88,415.15,Danger
29.61,1.92,0,140.87,98.16,Safe
43.8,43.05,0,32.83,5.27,Warning
20.51,4.16,1,623.89,471.51,Warning
42.95,17.3,0,188.78,115.42,Warning
39.22,55.14,0,228.4,140.17,Danger
30.73,54.56,0,430.96,340.86,Danger
11.92,62.22,0,50.0,11.48,Safe
19.25,65.61,0,310.19,235.7,Danger
41.08,68.3,0,333.33,260.85,Danger
31.23,53.59,0,303.48,206.81,Danger
18.22,92.12,0,71.78,65.85,Safe
17.56,45.23,0,67.03,75.69,Safe
30.29,46.45,0,18.03,5.39,Safe
42.53,74.9,0,368.28,272.57,Danger
19.62,97.75,1,59.78,8.57,Safe
18.49,93.83,0,8.62,6.54,Safe
23.4,77.75,1,68.49,23.48,Safe
41.76,89.33,0,222.97,151.73,Danger
33.01,97.64,0,559.36,488.36,Danger
35.11,60.5,0,374.05,311.34,Danger
21.07,93.3,1,406.49,306.16,Danger
31.43,39.33,0,480.25,348.23,Danger
13.6,90.57,1,441.62,350.61,Danger
10.13,63.18,0,223.34,163.32,Warning
19.75,9.04,0,607.41,497.39,Warning
31.72,64.39,0,430.26,370.52,Danger
17.08,65.84,1,112.84,94.1,Safe
32.45,87.38,1,448.44,348.17,Danger
27.03,36.43,0,64.45,6.78,Safe
10.95,64.27,0,61.75,67.85,Safe
21.83,58.83,0,138.56,115.06,Safe
17.48,9.95,0,20.23,6.28,Safe
14.43,26.04,0,86.05,92.25,Safe
37.45,84.3,0,437.29,313.66,Danger
16.15,10.36,0,308.42,212.42,Warning
28.61,89.17,1,454.94,386.29,Danger
23.26,2.87,0,559.4,425.48,Warning
19.86,79.02,0,170.15,153.89,Warning
29.87,24.94,0,45.01,41.54,Safe
36.88,17.7,0,335.14,227.44,Danger
25.05,95.86,0,510.16,401.2,Danger
12.33,64.78,0,343.29,265.79,Warning
14.73,60.83,0,225.19,169.48,Warning
36.11,21.51,0,294.63,209.92,Danger
26.33,60.64,1,25.3,31.96,Safe
13.28,84.26,0,502.93,421.06,Danger
23.86,86.99,0,379.25,284.55,Danger
35.38,45.22,1,100.52,88.89,Safe
23.72,81.69,0,592.59,471.85,Danger
31.13,91.08,0,220.09,154.94,Danger
27.17,49.96,1,531.13,425.17,Warning
24.95,14.74,0,409.0,327.68,Warning
14.92,11.19,1,492.01,367.24,Warning
38.08,67.84,0,96.06,90.63,Warning
24.03,87.02,0,32.77,2.51,Safe
43.7,78.57,1,546.41,459.38,Danger
39.06,97.45,0,551.76,456.19,Danger
13.68,22.62,0,173.69,92.31,Safe
10.22,89.89,0,329.25,269.11,Danger
15.23,80.57,0,158.92,88.3,Warning
35.45,7.89,1,372.17,301.23,Danger
18.62,7.06,1,82.57,47.74,Safe
10.91,61.0,1,72.8,49.0,Safe
10.29,21.77,1,35.59,38.43,Safe
30.83,58.29,1,533.35,455.98,Warning
36.61,6.44,0,387.09,271.38,Danger
13.88,53.65,0,341.21,239.13,Warning
40.88,76.65,0,543.25,403.62,Danger
31.37,40.2,1,258.5,188.65,Warning
24.05,30.56,1,319.05,235.98,Warning
38.01,61.56,1,25.54,38.71,Safe
43.95,40.64,0,364.02,260.35,Danger
13.32,40.72,1,84.22,71.35,Safe
32.68,56.1,1,476.11,382.5,Warning
27.94,46.92,0,489.15,366.91,Warning
19.23,7.7,1,470.09,339.6,Warning
26.9,47.79,1,117.03,63.72,Safe
14.4,51.47,0,144.78,129.95,Warning
38.22,46.0,1,12.8,8.84,Safe
22.98,25.48,1,69.12,49.42,Safe
44.6,60.88,1,581.73,439.57,Danger
18.5,58.74,0,114.86,92.47,Safe
43.2,79.18,0,638.9,480.33,Danger
23.87,64.46,0,440.59,332.94,Warning
22.92,8.32,0,440.94,352.73,Warning
33.74,53.29,0,235.99,146.13,Warning
37.56,64.91,0,85.24,38.76,Warning
23.82,22.19,0,82.84,70.71,Safe
26.91,65.42,0,475.1,344.52,Danger
27.14,90.58,0,52.12,26.01,Safe
39.22,61.34,1,402.06,285.68,Danger
13.68,76.65,0,221.09,163.01,Danger
43.69,28.15,0,166.14,142.66,Warning
38.0,86.26,1,181.22,154.5,Danger
25.3,41.49,0,509.96,429.82,Warning
20.69,87.04,1,4.5,7.8,Safe
31.94,52.23,0,258.39,182.14,Danger
13.2,8.46,1,178.1,106.46,Safe
30.49,24.96,1,79.74,69.68,Safe
31.34,80.61,1,412.63,307.64,Danger
11.6,41.66,0,165.58,125.34,Warning
30.31,3.34,0,48.83,5.19,Safe
