temperature,humidity,motion,gas,aqi,risk_original,risk
27,84,0,1000,500,Danger,Danger
32,49,0,1000,500,Warning,Danger
32,53,1,1000,500,Warning,Warning
21,78,0,1000,500,Warning,Danger
31,51,0,1000,143,Safe,Warning
22,62,1,1000,500,Warning,Warning
22,50,0,721,500,Safe,Warning
34,39,0,1000,500,Warning,Danger
27,94,0,1000,500,Warning,Danger
31,77,1,1000,500,Warning,Danger
30,58,1,1000,500,Warning,Warning
28,77,0,659,500,Safe,Danger
21,78,1,367,500,Warning,Warning
45,69,0,1000,500,Warning,Danger
27,84,1,1000,500,Warning,Danger
32,83,1,431,500,Warning,Danger
21,61,0,1000,500,Warning,Warning
32,36,0,1000,500,Warning,Danger
39,84,1,1000,500,Danger,Danger
35,49,1,1000,500,Warning,Danger
32,65,0,1000,500,Warning,Danger
29,74,1,454,500,Warning,Warning
22,67,0,190,500,Safe,Warning
24,44,0,1000,500,Warning,Warning
41,67,1,1000,500,Danger,Danger
31,95,1,1000,500,Danger,Danger
29,82,0,1000,500,Warning,Danger
35,55,1,1000,500,Warning,Danger
21,39,0,171,500,Safe,Warning
39,67,1,1000,500,Danger,Danger
33,65,0,1000,500,Warning,Danger
24,36,1,1000,500,Warning,Warning
20,53,0,942,500,Warning,Warning
39,53,0,414,372,Safe,Danger
38,75,0,1000,500,Danger,Danger
41,86,1,1000,500,Danger,Danger
41,51,1,1000,500,Warning,Danger
40,63,0,234,500,Safe,Danger
22,65,1,188,500,Safe,Warning
30,71,0,1000,500,Warning,Danger
40,59,0,1000,121,Warning,Danger
37,63,1,1000,500,Warning,Danger
37,67,0,1000,500,Warning,Danger
31,42,0,1000,500,Warning,Danger
37,40,0,1000,500,Warning,Danger
32,35,0,1000,209,Safe,Danger
40,46,1,1000,500,Danger,Danger
30,32,0,1000,500,Warning,Danger
38,47,0,228,500,Warning,Danger
26,65,1,1000,263,Safe,Warning
30,30,0,1000,463,Warning,Danger
25,64,0,1000,500,Warning,Warning
27,68,1,1000,500,Warning,Warning
40,30,0,393,500,Warning,Danger
33,49,0,1000,500,Warning,Danger
40,57,1,1000,434,Danger,Danger
21,68,1,1000,500,Warning,Warning
26,90,1,1000,500,Danger,Danger
32,58,1,1000,500,Warning,Warning
39,92,0,1000,500,Danger,Danger
26,65,1,1000,500,Warning,Warning
25,88,1,1000,500,Warning,Danger
40,44,1,1000,500,Warning,Danger
41,95,0,141,500,Warning,Danger
43,66,1,1000,500,Danger,Danger
38,52,1,388,500,Warning,Danger
31,82,1,1000,500,Warning,Danger
32,92,1,451,500,Warning,Danger
45,87,0,1000,500,Danger,Danger
24,48,1,345,500,Warning,Warning
32,86,0,1000,500,Warning,Danger
29,41,1,1000,500,Danger,Warning
38,92,1,1000,393,Danger,Danger
41,94,0,1000,438,Warning,Danger
24,30,0,1000,497,Safe,Warning
24,66,1,663,500,Warning,Warning
40,71,0,1000,496,Warning,Danger
31,89,0,1000,500,Warning,Danger
35,61,1,1000,500,Danger,Danger
38,76,0,1000,500,Danger,Danger
26,40,1,1000,275,Warning,Warning
45,81,1,502,500,Warning,Danger
44,75,1,608,500,Warning,Danger
43,46,0,397,500,Warning,Danger
44,94,1,1000,500,Danger,Danger
20,32,0,356,164,Safe,Warning
23,82,1,1000,500,Danger,Danger
21,38,1,1000,500,Warning,Warning
30,39,1,1000,500,Warning,Warning
24,78,0,985,500,Warning,Danger
34,48,0,1000,500,Warning,Danger
22,57,0,1000,500,Safe,Warning
45,70,0,1000,500,Warning,Danger
37,90,1,103,500,Danger,Danger
34,73,1,1000,500,Danger,Danger
32,74,0,871,354,Safe,Danger
35,41,1,1000,500,Danger,Danger
39,78,0,1000,500,Danger,Danger
38,43,0,1000,500,Warning,Danger
44,53,1,748,500,Warning,Danger
31,42,1,1000,500,Warning,Warning
32,52,1,1000,500,Warning,Warning
26,42,0,1000,500,Warning,Warning
29,61,0,1000,500,Warning,Warning
22,54,0,1000,500,Warning,Warning
29,69,1,253,500,Warning,Warning
30,54,1,1000,500,Danger,Warning
43,43,1,1000,500,Danger,Danger
28,47,1,625,500,Warning,Warning
20,94,0,1000,306,Warning,Danger
32,58,0,1000,500,Warning,Danger
27,82,0,753,500,Warning,Danger
32,54,1,1000,136,Warning,Warning
20,81,1,225,500,Warning,Danger
45,64,1,1000,500,Danger,Danger
39,83,1,1000,500,Danger,Danger
42,54,1,1000,500,Danger,Danger
30,59,0,893,500,Warning,Danger
40,52,1,1000,500,Warning,Danger
39,69,0,124,500,Warning,Danger
29,33,1,1000,500,Warning,Warning
34,32,1,1000,500,Warning,Warning
44,64,1,1000,500,Warning,Danger
38,62,1,1000,500,Danger,Danger
36,66,1,1000,500,Danger,Danger
43,62,1,672,500,Warning,Danger
22,92,1,1000,500,Danger,Danger
38,76,1,1000,500,Danger,Danger
23,91,1,1000,500,Warning,Danger
33,59,1,1000,500,Danger,Warning
20,58,0,1000,500,Warning,Warning
40,72,1,1000,500,Danger,Danger
42,51,0,610,500,Warning,Danger
37,77,1,510,500,Warning,Danger
37,71,0,468,500,Warning,Danger
38,37,1,1000,500,Danger,Danger
34,53,0,1000,337,Warning,Danger
43,39,1,1000,500,Danger,Danger
22,61,1,1000,500,Warning,Warning
30,70,1,1000,500,Warning,Danger
26,88,0,1000,481,Warning,Danger
35,51,0,1000,500,Danger,Danger
36,93,1,1000,500,Danger,Danger
36,53,1,1000,500,Danger,Danger
45,56,1,1000,500,Danger,Danger
26,90,1,1000,500,Danger,Danger
40,54,1,1000,500,Danger,Danger
36,51,1,1000,500,Warning,Danger
21,48,1,1000,500,Warning,Warning
41,69,1,198,500,Warning,Danger
35,90,1,1000,500,Danger,Danger
29,55,1,1000,364,Warning,Warning
22,78,1,1000,500,Danger,Warning
31,68,1,770,500,Warning,Danger
29,94,0,1000,500,Warning,Danger
24,44,0,1000,500,Warning,Warning
38,62,0,1000,500,Warning,Danger
23,38,0,1000,500,Warning,Warning
26,46,0,1000,500,Safe,Warning
32,95,1,1000,500,Warning,Danger
33,55,0,1000,500,Danger,Danger
36,83,1,1000,231,Danger,Danger
25,81,0,934,500,Warning,Danger
35,87,1,960,500,Danger,Danger
36,64,0,1000,500,Warning,Danger
24,95,1,1000,500,Danger,Danger
30,77,1,1000,500,Warning,Danger
28,48,0,602,500,Safe,Warning
30,42,1,1000,196,Warning,Warning
30,95,0,1000,500,Warning,Danger
30,79,0,1000,500,Warning,Danger
21,61,0,1000,500,Safe,Warning
26,68,1,334,500,Safe,Warning
33,84,0,1000,500,Warning,Danger
29,69,0,1000,500,Warning,Danger
31,79,1,1000,500,Warning,Danger
40,35,0,1000,500,Warning,Danger
24,88,1,1000,500,Warning,Danger
29,70,0,1000,500,Warning,Danger
36,70,1,1000,500,Danger,Danger
20,68,1,1000,102,Warning,Warning
27,43,1,1000,500,Warning,Warning
34,68,1,1000,500,Danger,Danger
31,40,0,879,500,Warning,Danger
30,57,1,1000,500,Warning,Warning
20,59,1,1000,359,Warning,Warning
34,49,0,1000,500,Warning,Danger
22,76,1,952,500,Warning,Warning
34,64,1,1000,500,Warning,Warning
42,83,0,1000,107,Warning,Danger
39,89,1,1000,500,Danger,Danger
27,33,1,1000,500,Warning,Warning
44,79,1,1000,500,Danger,Danger
32,44,1,621,500,Safe,Warning
26,75,1,612,500,Safe,Warning
26,39,0,1000,500,Safe,Warning
32,30,1,1000,500,Danger,Warning
32,86,0,466,500,Warning,Danger
37,32,1,1000,495,Warning,Danger
27,75,1,1000,500,Danger,Warning
31,82,1,967,500,Warning,Danger
43,77,0,1000,500,Danger,Danger
21,87,1,1000,500,Danger,Danger
40,76,1,891,330,Warning,Danger
21,36,1,1000,500,Warning,Warning
25,84,0,324,500,Warning,Danger
41,93,0,1000,500,Danger,Danger
40,82,1,1000,500,Danger,Danger
21,77,0,140,405,Safe,Warning
26,47,0,1000,500,Warning,Warning
35,65,0,1000,500,Safe,Danger
20,68,1,971,479,Safe,Warning
22,65,0,627,500,Safe,Danger
32,92,0,1000,500,Danger,Danger
37,75,0,1000,500,Warning,Danger
42,53,1,1000,500,Danger,Danger
43,92,1,1000,500,Danger,Danger
38,63,0,1000,500,Warning,Danger
45,83,0,1000,500,Warning,Danger
44,60,0,1000,500,Warning,Danger
31,45,1,626,500,Safe,Warning
29,69,0,900,500,Warning,Danger
22,72,0,1000,500,Warning,Danger
38,31,0,397,500,Warning,Danger
41,35,1,823,500,Danger,Danger
30,38,1,473,500,Warning,Warning
39,45,0,1000,101,Warning,Danger
22,94,0,601,500,Safe,Danger
22,84,1,543,500,Safe,Danger
42,80,0,526,500,Warning,Danger
41,74,1,613,500,Warning,Danger
42,83,0,1000,500,Danger,Danger
24,94,1,272,500,Warning,Danger
20,78,1,326,500,Warning,Warning
31,33,0,127,500,Safe,Warning
28,67,0,1000,500,Warning,Danger
28,61,1,1000,500,Warning,Warning
41,63,1,1000,500,Danger,Danger
36,63,0,1000,500,Warning,Danger
25,76,1,1000,500,Warning,Warning
23,89,1,1000,500,Warning,Danger
45,62,1,533,500,Warning,Danger
28,61,1,432,500,Safe,Warning
44,52,0,1000,500,Danger,Danger
41,81,0,403,500,Warning,Danger
31,45,0,1000,500,Safe,Danger
44,83,1,1000,500,Warning,Danger
35,82,0,516,500,Warning,Danger
42,70,1,1000,500,Warning,Danger
39,67,1,189,120,Safe,Warning
33,54,1,241,500,Warning,Warning
45,60,1,1000,245,Danger,Danger
29,86,1,1000,500,Danger,Danger
22,84,0,1000,500,Warning,Danger
38,63,1,1000,500,Warning,Danger
38,40,1,794,500,Warning,Danger
38,69,0,1000,500,Danger,Danger
32,61,0,1000,500,Warning,Danger
25,36,1,1000,500,Warning,Warning
34,95,1,930,500,Danger,Danger
37,75,1,456,500,Warning,Danger
40,78,1,1000,500,Danger,Danger
38,40,0,895,500,Warning,Danger
28,83,1,762,234,Safe,Danger
42,79,0,1000,500,Warning,Danger
30,62,1,844,500,Safe,Warning
40,72,1,1000,195,Danger,Danger
