temperature,humidity,motion,light,gas,aqi,sound,risk,timestamp
38,57,1,Dark,1402,905,Low,Warning,2026-05-11 15:20:12
23,54,0,Dim,710,1272,High,Normal,2026-05-11 15:21:12
32,42,0,Dark,2922,1940,High,Warning,2026-05-11 15:22:12
44,61,1,Bright,787,746,High,Warning,2026-05-11 15:23:12
41,45,0,Dim,1850,1815,Low,Warning,2026-05-11 15:24:12
23,55,0,Dark,2848,1304,Low,Warning,2026-05-11 15:25:12
44,91,1,Bright,1051,2998,Low,Danger,2026-05-11 15:26:12
31,49,1,Dark,2149,2771,Medium,Danger,2026-05-11 15:27:12
21,95,0,Dim,1295,2187,Medium,Warning,2026-05-11 15:28:12
21,53,1,Dark,2815,500,High,Warning,2026-05-11 15:29:12
32,52,0,Dark,789,899,Medium,Normal,2026-05-11 15:30:12
38,72,0,Dark,419,259,Medium,Warning,2026-05-11 15:31:12
33,59,0,Bright,3209,1620,Medium,Warning,2026-05-11 15:32:12
37,38,1,Dim,3412,2253,Medium,Warning,2026-05-11 15:33:12
20,37,0,Bright,685,2303,Low,Normal,2026-05-11 15:34:12
41,37,0,Dim,2280,2438,High,Danger,2026-05-11 15:35:12
30,64,0,Dark,1994,535,High,Warning,2026-05-11 15:36:12
36,44,1,Dark,3322,659,Low,Warning,2026-05-11 15:37:12
21,76,0,Dim,951,1711,High,Warning,2026-05-11 15:38:12
22,62,0,Dark,1950,2315,High,Warning,2026-05-11 15:39:12
36,33,1,Bright,1853,2608,High,Danger,2026-05-11 15:40:12
37,87,0,Dark,1087,1161,Low,Warning,2026-05-11 15:41:12
24,84,0,Dim,407,2219,High,Warning,2026-05-11 15:42:12
22,86,1,Dark,2577,602,High,Danger,2026-05-11 15:43:12
24,47,0,Dark,886,2929,Medium,Warning,2026-05-11 15:44:12
44,61,1,Bright,2927,1486,Low,Warning,2026-05-11 15:45:12
34,68,0,Dim,2838,3198,High,Danger,2026-05-11 15:46:12
35,47,0,Dark,2338,2769,Medium,Danger,2026-05-11 15:47:12
28,93,0,Dim,412,2388,Medium,Warning,2026-05-11 15:48:12
36,77,0,Dim,3281,2993,Medium,Danger,2026-05-11 15:49:12
45,30,0,Bright,812,3157,Low,Warning,2026-05-11 15:50:12
45,65,0,Dark,1957,2522,High,Danger,2026-05-11 15:51:12
24,68,0,Dark,2642,868,Medium,Warning,2026-05-11 15:52:12
21,61,1,Dark,1638,2042,Low,Warning,2026-05-11 15:53:12
27,52,1,Dark,2963,3018,High,Danger,2026-05-11 15:54:12
24,73,0,Dark,2522,2224,Medium,Warning,2026-05-11 15:55:12
23,81,0,Dim,970,1201,Medium,Normal,2026-05-11 15:56:12
32,56,1,Dark,1794,2765,Low,Warning,2026-05-11 15:57:12
20,83,1,Bright,2688,1416,Medium,Warning,2026-05-11 15:58:12
20,95,1,Dim,1164,305,Medium,Warning,2026-05-11 15:59:12
27,35,1,Dark,390,340,Low,Normal,2026-05-11 16:00:12
24,71,0,Dark,1589,2435,High,Warning,2026-05-11 16:01:12
30,72,1,Dark,831,2576,Medium,Warning,2026-05-11 16:02:12
36,60,0,Dark,1013,1920,Medium,Warning,2026-05-11 16:03:12
29,74,0,Bright,1970,2695,High,Warning,2026-05-11 16:04:12
31,67,0,Dim,2514,3040,Medium,Warning,2026-05-11 16:05:12
45,48,0,Dark,2844,844,Medium,Warning,2026-05-11 16:06:12
23,40,0,Dark,670,1620,High,Warning,2026-05-11 16:07:12
27,65,0,Dim,157,980,High,Normal,2026-05-11 16:08:12
37,92,0,Dim,2289,1255,Low,Warning,2026-05-11 16:09:12
39,52,0,Bright,1590,1013,Low,Warning,2026-05-11 16:10:12
37,54,0,Bright,2223,2597,Low,Warning,2026-05-11 16:11:12
20,61,0,Bright,132,613,Low,Normal,2026-05-11 16:12:12
23,83,1,Dim,952,3341,High,Warning,2026-05-11 16:13:12
38,64,1,Bright,2256,3153,High,Danger,2026-05-11 16:14:12
43,69,0,Dark,3407,1878,Low,Danger,2026-05-11 16:15:12
35,48,1,Dark,750,2521,High,Danger,2026-05-11 16:16:12
41,93,0,Dim,1382,394,Low,Warning,2026-05-11 16:17:12
31,52,0,Dark,3212,2299,High,Warning,2026-05-11 16:18:12
34,41,0,Bright,3325,916,Medium,Warning,2026-05-11 16:19:12
40,89,0,Bright,1688,1825,High,Danger,2026-05-11 16:20:12
30,51,0,Bright,2963,882,High,Warning,2026-05-11 16:21:12
26,37,1,Dim,3050,3399,Low,Warning,2026-05-11 16:22:12
39,88,1,Dim,143,3399,High,Danger,2026-05-11 16:23:12
22,77,0,Dark,995,267,Medium,Normal,2026-05-11 16:24:12
20,48,1,Dark,3232,2029,High,Danger,2026-05-11 16:25:12
33,89,0,Bright,2195,2896,High,Danger,2026-05-11 16:26:12
28,90,0,Bright,2622,2317,High,Danger,2026-05-11 16:27:12
33,74,0,Bright,673,2656,Medium,Warning,2026-05-11 16:28:12
43,39,0,Bright,1079,3480,High,Warning,2026-05-11 16:29:12
22,49,1,Dim,2271,1683,High,Warning,2026-05-11 16:30:12
39,53,1,Bright,1815,749,Low,Warning,2026-05-11 16:31:12
43,34,0,Bright,1717,3275,High,Danger,2026-05-11 16:32:12
26,37,1,Bright,1350,1011,High,Warning,2026-05-11 16:33:12
27,39,1,Dim,1559,2078,Low,Warning,2026-05-11 16:34:12
22,69,1,Dim,1218,1539,High,Warning,2026-05-11 16:35:12
20,44,0,Bright,124,2914,High,Warning,2026-05-11 16:36:12
35,72,1,Dark,848,904,High,Warning,2026-05-11 16:37:12
33,82,0,Dim,417,2297,Low,Warning,2026-05-11 16:38:12
30,70,1,Dim,356,2890,Medium,Warning,2026-05-11 16:39:12
40,63,1,Bright,525,1205,Low,Warning,2026-05-11 16:40:12
40,60,0,Dim,1197,1547,High,Warning,2026-05-11 16:41:12
40,34,1,Bright,1771,365,Medium,Warning,2026-05-11 16:42:12
37,81,1,Dim,1241,1074,Medium,Warning,2026-05-11 16:43:12
37,69,0,Dim,3190,276,Low,Warning,2026-05-11 16:44:12
22,59,1,Dark,902,3086,Low,Warning,2026-05-11 16:45:12
37,39,0,Bright,850,1100,Medium,Normal,2026-05-11 16:46:12
39,50,0,Dark,1811,379,Low,Warning,2026-05-11 16:47:12
42,93,1,Bright,701,1864,Low,Danger,2026-05-11 16:48:12
34,84,0,Dim,2441,2289,Low,Warning,2026-05-11 16:49:12
21,42,0,Bright,2675,2128,Low,Warning,2026-05-11 16:50:12
33,46,1,Bright,377,190,Medium,Normal,2026-05-11 16:51:12
38,75,0,Dark,2751,2574,Low,Danger,2026-05-11 16:52:12
27,72,0,Bright,1906,2697,Low,Warning,2026-05-11 16:53:12
33,30,1,Dim,1750,2010,Low,Warning,2026-05-11 16:54:12
45,34,1,Bright,2355,1886,Medium,Danger,2026-05-11 16:55:12
23,55,0,Dark,341,2177,Low,Normal,2026-05-11 16:56:12
29,49,0,Dim,3355,2866,High,Warning,2026-05-11 16:57:12
28,63,1,Dim,3261,2765,Low,Warning,2026-05-11 16:58:12
23,90,0,Bright,1276,2705,Medium,Warning,2026-05-11 16:59:12
26,69,1,Dim,1766,990,Low,Warning,2026-05-11 17:00:12
22,58,0,Bright,2644,2607,Medium,Warning,2026-05-11 17:01:12
39,80,0,Dim,2650,1482,Medium,Warning,2026-05-11 17:02:12
31,33,0,Bright,2100,811,High,Warning,2026-05-11 17:03:12
28,39,1,Dim,2283,844,Low,Warning,2026-05-11 17:04:12
34,61,1,Dark,548,3247,Low,Warning,2026-05-11 17:05:12
36,75,0,Bright,950,3368,Low,Warning,2026-05-11 17:06:12
20,53,1,Dark,845,461,Medium,Normal,2026-05-11 17:07:12
44,59,1,Bright,3365,2103,High,Danger,2026-05-11 17:08:12
24,94,0,Dark,1375,829,High,Warning,2026-05-11 17:09:12
36,43,0,Dark,2480,3367,Medium,Danger,2026-05-11 17:10:12
23,50,0,Bright,1498,554,Medium,Normal,2026-05-11 17:11:12
33,40,0,Dark,2552,929,Low,Warning,2026-05-11 17:12:12
27,47,1,Dim,1252,1414,High,Warning,2026-05-11 17:13:12
45,62,1,Dark,581,934,High,Warning,2026-05-11 17:14:12
41,84,1,Dark,1745,1184,Low,Danger,2026-05-11 17:15:12
33,78,0,Dim,459,170,Low,Normal,2026-05-11 17:16:12
40,85,0,Dim,1226,108,Medium,Warning,2026-05-11 17:17:12
42,34,0,Bright,1549,1683,Low,Warning,2026-05-11 17:18:12
30,85,0,Bright,1444,1262,Low,Warning,2026-05-11 17:19:12
37,86,0,Bright,2368,3098,Medium,Danger,2026-05-11 17:20:12
22,78,1,Dark,3395,1819,Medium,Danger,2026-05-11 17:21:12
39,58,1,Dark,2369,935,Medium,Danger,2026-05-11 17:22:12
23,82,0,Dark,933,2399,Medium,Warning,2026-05-11 17:23:12
42,83,0,Bright,3320,2302,Low,Danger,2026-05-11 17:24:12
36,65,1,Dim,770,2535,Medium,Warning,2026-05-11 17:25:12
24,33,1,Bright,3457,2188,Medium,Warning,2026-05-11 17:26:12
28,93,1,Bright,3146,890,High,Danger,2026-05-11 17:27:12
43,65,1,Dim,468,2539,Low,Warning,2026-05-11 17:28:12
26,88,0,Dark,2249,238,Low,Warning,2026-05-11 17:29:12
28,49,1,Bright,150,2318,Low,Normal,2026-05-11 17:30:12
45,72,0,Dark,707,1435,Medium,Warning,2026-05-11 17:31:12
44,66,0,Dark,2843,3243,Medium,Danger,2026-05-11 17:32:12
41,93,0,Dim,1173,1097,Low,Warning,2026-05-11 17:33:12
42,82,0,Bright,3122,706,Low,Warning,2026-05-11 17:34:12
22,85,1,Dark,2735,716,High,Danger,2026-05-11 17:35:12
38,58,0,Dim,2215,1791,High,Danger,2026-05-11 17:36:12
32,78,1,Dim,1712,1605,Medium,Warning,2026-05-11 17:37:12
20,64,1,Bright,2690,1047,Low,Warning,2026-05-11 17:38:12
41,77,0,Dim,932,2896,Low,Warning,2026-05-11 17:39:12
25,58,0,Dim,1234,2618,High,Warning,2026-05-11 17:40:12
44,48,0,Bright,2887,1638,High,Danger,2026-05-11 17:41:12
24,72,1,Dark,3491,182,Low,Warning,2026-05-11 17:42:12
36,76,1,Bright,3078,667,High,Warning,2026-05-11 17:43:12
25,83,1,Dim,1709,601,High,Warning,2026-05-11 17:44:12
39,68,1,Dark,3472,2729,High,Danger,2026-05-11 17:45:12
26,37,0,Dim,3007,1500,Low,Warning,2026-05-11 17:46:12
38,70,1,Dark,3116,1002,Low,Danger,2026-05-11 17:47:12
36,63,0,Dim,2300,2132,Medium,Warning,2026-05-11 17:48:12
24,46,1,Dark,988,2012,Low,Warning,2026-05-11 17:49:12
44,61,0,Dim,1879,829,High,Warning,2026-05-11 17:50:12
35,84,0,Bright,3267,598,Low,Warning,2026-05-11 17:51:12
26,44,0,Dark,1902,1203,Low,Warning,2026-05-11 17:52:12
20,75,1,Dim,3054,249,High,Warning,2026-05-11 17:53:12
28,31,0,Bright,3479,703,Low,Warning,2026-05-11 17:54:12
23,73,1,Dark,3292,1362,Low,Warning,2026-05-11 17:55:12
31,39,1,Bright,327,2307,Medium,Normal,2026-05-11 17:56:12
34,83,0,Bright,2110,1880,Medium,Warning,2026-05-11 17:57:12
34,48,1,Dark,2576,2852,Low,Danger,2026-05-11 17:58:12
39,46,0,Bright,592,1704,High,Warning,2026-05-11 17:59:12
26,44,1,Bright,2946,3290,Low,Warning,2026-05-11 18:00:12
23,75,1,Dim,913,3238,Medium,Warning,2026-05-11 18:01:12
42,56,1,Bright,1622,2076,High,Danger,2026-05-11 18:02:12
28,89,0,Dark,1871,1453,High,Warning,2026-05-11 18:03:12
40,81,1,Bright,667,744,High,Warning,2026-05-11 18:04:12
43,40,0,Dim,202,1434,High,Warning,2026-05-11 18:05:12
26,86,1,Bright,1722,1054,Medium,Warning,2026-05-11 18:06:12
29,39,0,Dark,2741,2825,Medium,Warning,2026-05-11 18:07:12
38,45,0,Dark,924,2507,Low,Warning,2026-05-11 18:08:12
38,88,0,Dark,471,323,Medium,Warning,2026-05-11 18:09:12
36,30,0,Bright,2483,2707,Medium,Warning,2026-05-11 18:10:12
26,60,0,Bright,762,1116,Low,Normal,2026-05-11 18:11:12
43,58,1,Dark,1689,1673,High,Danger,2026-05-11 18:12:12
42,53,0,Dim,467,3264,Medium,Warning,2026-05-11 18:13:12
42,36,1,Bright,2123,1020,Medium,Warning,2026-05-11 18:14:12
36,38,0,Dim,2180,2344,Low,Warning,2026-05-11 18:15:12
32,55,1,Dim,3429,1981,Low,Warning,2026-05-11 18:16:12
23,77,1,Bright,1875,496,High,Warning,2026-05-11 18:17:12
27,67,0,Dark,2148,1992,Medium,Warning,2026-05-11 18:18:12
24,69,1,Dim,1439,2230,Medium,Warning,2026-05-11 18:19:12
28,45,1,Dim,3247,1687,Medium,Warning,2026-05-11 18:20:12
24,89,0,Bright,1570,891,Medium,Warning,2026-05-11 18:21:12
20,59,1,Bright,3193,247,Low,Warning,2026-05-11 18:22:12
32,40,0,Dark,1060,564,Medium,Normal,2026-05-11 18:23:12
36,71,0,Dark,761,578,High,Warning,2026-05-11 18:24:12
29,81,1,Dark,3199,168,Low,Warning,2026-05-11 18:25:12
22,38,1,Bright,738,827,Medium,Normal,2026-05-11 18:26:12
25,82,1,Dim,1779,2320,High,Warning,2026-05-11 18:27:12
44,81,0,Dim,2687,483,Medium,Warning,2026-05-11 18:28:12
30,52,0,Bright,923,3287,Low,Warning,2026-05-11 18:29:12
42,48,1,Bright,3338,1044,Medium,Warning,2026-05-11 18:30:12
42,35,0,Dim,2965,2951,Low,Danger,2026-05-11 18:31:12
32,85,0,Bright,3091,681,Medium,Warning,2026-05-11 18:32:12
26,69,1,Bright,1425,3044,Low,Warning,2026-05-11 18:33:12
25,36,0,Dark,1988,3468,Low,Warning,2026-05-11 18:34:12
36,46,1,Bright,1550,2486,Medium,Warning,2026-05-11 18:35:12
22,59,0,Bright,1266,2101,Medium,Warning,2026-05-11 18:36:12
26,67,1,Dark,1073,2838,Low,Warning,2026-05-11 18:37:12
25,94,0,Dim,1502,1723,High,Warning,2026-05-11 18:38:12
31,46,0,Dim,3472,1511,Low,Warning,2026-05-11 18:39:12
26,78,0,Dim,2495,458,Medium,Warning,2026-05-11 18:40:12
27,86,0,Dim,2229,1638,Low,Warning,2026-05-11 18:41:12
39,61,1,Dark,1971,2132,Low,Danger,2026-05-11 18:42:12
22,53,0,Bright,629,3387,Low,Normal,2026-05-11 18:43:12
31,84,1,Dim,1402,265,Medium,Warning,2026-05-11 18:44:12
27,30,1,Bright,167,222,High,Normal,2026-05-11 18:45:12
20,82,1,Dim,514,3368,Medium,Warning,2026-05-11 18:46:12
24,54,0,Bright,3123,507,Medium,Normal,2026-05-11 18:47:12
30,70,0,Dim,3282,610,Low,Warning,2026-05-11 18:48:12
32,80,0,Dim,706,486,Low,Normal,2026-05-11 18:49:12
30,65,1,Bright,1818,2802,High,Warning,2026-05-11 18:50:12
29,55,1,Bright,1525,3097,High,Warning,2026-05-11 18:51:12
41,49,1,Dim,3380,3085,Medium,Danger,2026-05-11 18:52:12
38,66,0,Dark,460,2086,High,Warning,2026-05-11 18:53:12
25,43,1,Bright,2002,1725,Low,Warning,2026-05-11 18:54:12
27,37,1,Bright,2142,2255,Low,Warning,2026-05-11 18:55:12
29,69,0,Bright,1678,1654,Low,Warning,2026-05-11 18:56:12
23,86,1,Dark,2588,930,Medium,Danger,2026-05-11 18:57:12
35,61,0,Bright,1973,279,High,Warning,2026-05-11 18:58:12
30,93,1,Dim,965,2399,High,Warning,2026-05-11 18:59:12
42,93,0,Bright,1902,2829,Low,Danger,2026-05-11 19:00:12
38,86,1,Dark,1778,2826,Medium,Danger,2026-05-11 19:01:12
21,92,0,Dim,2764,3431,Medium,Danger,2026-05-11 19:02:12
41,40,1,Dark,1466,3320,High,Danger,2026-05-11 19:03:12
33,61,0,Dark,752,1410,Medium,Warning,2026-05-11 19:04:12
21,61,1,Bright,3483,156,Medium,Warning,2026-05-11 19:05:12
36,42,0,Dark,2625,2825,Low,Danger,2026-05-11 19:06:12
45,44,0,Dark,2013,563,High,Warning,2026-05-11 19:07:12
25,45,1,Dim,1741,3039,High,Warning,2026-05-11 19:08:12
28,80,0,Dim,3344,2288,High,Warning,2026-05-11 19:09:12
40,39,0,Dim,987,2747,High,Warning,2026-05-11 19:10:12
40,85,0,Dim,1897,130,Medium,Warning,2026-05-11 19:11:12
44,30,1,Bright,2174,2872,Medium,Danger,2026-05-11 19:12:12
41,32,0,Dark,944,385,Medium,Warning,2026-05-11 19:13:12
20,52,0,Bright,1677,2322,Low,Warning,2026-05-11 19:14:12
35,64,0,Dim,2765,2658,Medium,Warning,2026-05-11 19:15:12
33,36,1,Dim,625,453,Low,Normal,2026-05-11 19:16:12
34,79,0,Bright,2848,3318,High,Danger,2026-05-11 19:17:12
26,60,1,Dim,2190,2624,Medium,Warning,2026-05-11 19:18:12
42,60,1,Bright,1990,2320,Low,Warning,2026-05-11 19:19:12
45,88,0,Dark,2811,1485,Low,Danger,2026-05-11 19:20:12
23,48,0,Dim,3270,2674,Low,Warning,2026-05-11 19:21:12
40,44,1,Bright,583,2944,Medium,Warning,2026-05-11 19:22:12
33,46,1,Dark,427,679,Low,Normal,2026-05-11 19:23:12
37,87,0,Dark,3497,1867,Low,Danger,2026-05-11 19:24:12
37,44,0,Dim,2109,3314,High,Danger,2026-05-11 19:25:12
44,31,0,Dim,1921,694,Low,Warning,2026-05-11 19:26:12
21,39,0,Dark,2229,289,Low,Warning,2026-05-11 19:27:12
39,84,0,Dim,750,1499,Low,Warning,2026-05-11 19:28:12
28,45,0,Dim,2114,1656,Low,Warning,2026-05-11 19:29:12
44,62,1,Bright,2423,2287,Medium,Danger,2026-05-11 19:30:12
20,58,0,Dark,2976,2396,Medium,Warning,2026-05-11 19:31:12
28,79,0,Dark,1873,1774,Medium,Warning,2026-05-11 19:32:12
26,84,1,Dark,1042,718,Medium,Warning,2026-05-11 19:33:12
20,63,0,Dim,2141,1081,Low,Warning,2026-05-11 19:34:12
24,46,1,Bright,1028,1212,High,Warning,2026-05-11 19:35:12
24,85,0,Bright,3068,2400,High,Danger,2026-05-11 19:36:12
44,86,0,Bright,1924,2113,Medium,Danger,2026-05-11 19:37:12
44,75,0,Dark,3409,2088,Low,Danger,2026-05-11 19:38:12
43,84,1,Dark,1942,739,High,Danger,2026-05-11 19:39:12
38,81,1,Bright,1027,1260,Medium,Warning,2026-05-11 19:40:12
29,83,1,Dim,1371,2445,Low,Warning,2026-05-11 19:41:12
32,32,1,Dark,1894,852,High,Warning,2026-05-11 19:42:12
32,44,1,Dark,2092,2484,Medium,Warning,2026-05-11 19:43:12
25,91,1,Bright,2402,3144,High,Danger,2026-05-11 19:44:12
38,48,0,Dark,2245,1867,Medium,Danger,2026-05-11 19:45:12
22,94,1,Dark,405,3356,Low,Warning,2026-05-11 19:46:12
32,76,1,Dim,958,2973,High,Warning,2026-05-11 19:47:12
25,38,1,Dark,1818,406,Low,Warning,2026-05-11 19:48:12
32,53,0,Dim,182,2057,Medium,Normal,2026-05-11 19:49:12
37,60,1,Dark,839,2495,Medium,Warning,2026-05-11 19:50:12
38,73,1,Dark,3199,3480,Low,Danger,2026-05-11 19:51:12
29,84,0,Dark,3048,2183,Medium,Warning,2026-05-11 19:52:12
40,50,1,Dim,1073,1410,Low,Warning,2026-05-11 19:53:12
42,75,0,Dark,1699,2058,High,Danger,2026-05-11 19:54:12
20,72,0,Dark,2793,849,Low,Warning,2026-05-11 19:55:12
25,46,0,Dim,1921,1334,Low,Normal,2026-05-11 19:56:12
38,85,1,Bright,762,1467,Low,Warning,2026-05-11 19:57:12
21,41,1,Dark,2234,2406,High,Danger,2026-05-11 19:58:12
35,48,1,Bright,1041,1122,Low,Warning,2026-05-11 19:59:12
29,41,1,Dark,925,1016,Medium,Warning,2026-05-11 20:00:12
24,59,1,Dim,2054,2880,Low,Warning,2026-05-11 20:01:12
26,71,0,Dim,1044,1533,High,Warning,2026-05-11 20:02:12
22,90,0,Dim,424,1999,High,Warning,2026-05-11 20:03:12
37,45,1,Bright,1732,1158,Medium,Warning,2026-05-11 20:04:12
41,57,1,Dim,1029,1577,Low,Warning,2026-05-11 20:05:12
31,84,0,Dim,2352,2392,High,Warning,2026-05-11 20:06:12
41,35,1,Dim,1858,621,Medium,Warning,2026-05-11 20:07:12
40,38,1,Dark,646,1606,High,Warning,2026-05-11 20:08:12
28,41,1,Dim,2155,490,Low,Warning,2026-05-11 20:09:12
24,45,0,Dark,2387,2891,High,Danger,2026-05-11 20:10:12
29,62,1,Dark,1095,509,Low,Normal,2026-05-11 20:11:12
26,94,0,Dim,1315,2307,Low,Warning,2026-05-11 20:12:12
26,39,0,Dark,930,2453,High,Warning,2026-05-11 20:13:12
35,71,0,Bright,2739,2246,Low,Warning,2026-05-11 20:14:12
25,31,1,Dim,1736,2440,High,Warning,2026-05-11 20:15:12
32,95,1,Bright,1592,1870,High,Danger,2026-05-11 20:16:12
29,42,0,Bright,3304,1695,Medium,Warning,2026-05-11 20:17:12
27,69,0,Dark,451,256,Medium,Normal,2026-05-11 20:18:12
35,45,1,Bright,2703,3330,Low,Danger,2026-05-11 20:19:12
32,65,1,Dark,1342,1039,Medium,Warning,2026-05-11 20:20:12
33,63,0,Bright,1386,3479,Low,Warning,2026-05-11 20:21:12
21,59,0,Bright,2002,2282,High,Warning,2026-05-11 20:22:12
23,35,0,Bright,1659,2488,Medium,Warning,2026-05-11 20:23:12
40,77,1,Dim,160,1957,Low,Warning,2026-05-11 20:24:12
39,80,1,Dim,1306,3223,High,Danger,2026-05-11 20:25:12
43,66,1,Bright,3081,487,Medium,Warning,2026-05-11 20:26:12
33,47,0,Dark,3194,392,High,Warning,2026-05-11 20:27:12
43,45,1,Bright,3244,2852,Medium,Danger,2026-05-11 20:28:12
20,43,0,Dim,2247,2482,Low,Warning,2026-05-11 20:29:12
37,45,1,Bright,3179,1517,Medium,Warning,2026-05-11 20:30:12
31,57,1,Bright,2187,2503,High,Danger,2026-05-11 20:31:12
37,52,1,Dark,3339,3149,Low,Danger,2026-05-11 20:32:12
31,59,0,Dark,889,1482,Medium,Normal,2026-05-11 20:33:12
40,44,1,Dim,3121,1362,Medium,Warning,2026-05-11 20:34:12
42,61,1,Dark,1589,3409,Low,Danger,2026-05-11 20:35:12
41,48,0,Bright,2676,2221,High,Danger,2026-05-11 20:36:12
33,47,0,Dark,2218,414,Medium,Warning,2026-05-11 20:37:12
44,57,0,Dark,2138,1393,Low,Warning,2026-05-11 20:38:12
40,89,1,Dark,474,3081,Medium,Danger,2026-05-11 20:39:12
39,38,1,Dim,814,998,Medium,Warning,2026-05-11 20:40:12
20,49,1,Dark,382,2990,Low,Warning,2026-05-11 20:41:12
20,64,1,Dark,465,233,Low,Normal,2026-05-11 20:42:12
37,78,1,Dark,1119,3147,Medium,Danger,2026-05-11 20:43:12
28,84,0,Bright,141,3105,Low,Warning,2026-05-11 20:44:12
20,84,0,Dark,2751,2537,High,Danger,2026-05-11 20:45:12
30,74,1,Bright,1112,2602,High,Warning,2026-05-11 20:46:12
29,40,1,Dark,2713,1683,Medium,Warning,2026-05-11 20:47:12
35,57,0,Dark,276,2462,Medium,Warning,2026-05-11 20:48:12
38,71,1,Dim,611,2213,Medium,Warning,2026-05-11 20:49:12
21,35,1,Dark,992,2079,High,Warning,2026-05-11 20:50:12
32,62,0,Bright,2362,2695,High,Warning,2026-05-11 20:51:12
45,69,1,Dark,2671,3190,Medium,Danger,2026-05-11 20:52:12
27,83,0,Dim,1143,3397,Low,Warning,2026-05-11 20:53:12
37,78,1,Dim,982,2740,High,Danger,2026-05-11 20:54:12
26,61,0,Dim,1952,1728,Medium,Warning,2026-05-11 20:55:12
41,43,1,Dark,895,2810,High,Danger,2026-05-11 20:56:12
28,58,0,Dark,3345,348,Low,Warning,2026-05-11 20:57:12
37,35,1,Bright,473,834,Low,Normal,2026-05-11 20:58:12
36,68,0,Bright,784,319,High,Normal,2026-05-11 20:59:12
26,47,0,Bright,2685,1400,High,Warning,2026-05-11 21:00:12
38,95,0,Dark,259,3119,Low,Danger,2026-05-11 21:01:12
39,69,1,Bright,274,143,High,Warning,2026-05-11 21:02:12
34,41,0,Bright,785,3289,High,Warning,2026-05-11 21:03:12
27,86,0,Bright,1202,997,High,Warning,2026-05-11 21:04:12
37,95,1,Dark,2141,2935,Low,Danger,2026-05-11 21:05:12
38,42,0,Bright,2161,2519,High,Danger,2026-05-11 21:06:12
24,53,0,Dim,158,3180,High,Warning,2026-05-11 21:07:12
33,50,1,Dim,2749,2086,Low,Warning,2026-05-11 21:08:12
21,34,0,Dark,138,999,Medium,Normal,2026-05-11 21:09:12
22,66,0,Dim,1969,808,High,Warning,2026-05-11 21:10:12
33,36,0,Dim,1773,1531,Low,Warning,2026-05-11 21:11:12
43,46,1,Dark,3081,3480,Medium,Danger,2026-05-11 21:12:12
22,75,1,Bright,956,2183,High,Warning,2026-05-11 21:13:12
27,47,0,Bright,2627,2094,Medium,Warning,2026-05-11 21:14:12
35,40,0,Dim,2978,854,High,Warning,2026-05-11 21:15:12
35,84,1,Bright,2380,2297,Medium,Danger,2026-05-11 21:16:12
25,93,0,Bright,2106,3495,High,Danger,2026-05-11 21:17:12
40,50,1,Dim,738,2852,High,Danger,2026-05-11 21:18:12
24,83,0,Dim,2344,529,Medium,Warning,2026-05-11 21:19:12
37,39,0,Dark,308,2977,Low,Warning,2026-05-11 21:20:12
34,46,1,Dim,3472,3320,Medium,Danger,2026-05-11 21:21:12
43,73,0,Dark,1639,2479,High,Danger,2026-05-11 21:22:12
25,57,0,Dim,2499,1361,Medium,Warning,2026-05-11 21:23:12
30,54,0,Dark,1079,1157,High,Warning,2026-05-11 21:24:12
36,37,1,Dark,752,3193,High,Danger,2026-05-11 21:25:12
44,87,0,Dark,2093,556,Medium,Danger,2026-05-11 21:26:12
23,71,0,Bright,654,3144,Low,Warning,2026-05-11 21:27:12
45,83,0,Dim,2977,1081,High,Danger,2026-05-11 21:28:12
33,46,0,Bright,612,1705,High,Warning,2026-05-11 21:29:12
42,38,0,Dim,1623,2487,Low,Warning,2026-05-11 21:30:12
24,75,0,Bright,2846,2561,Medium,Warning,2026-05-11 21:31:12
33,82,1,Dim,1462,3140,Medium,Danger,2026-05-11 21:32:12
40,32,0,Dim,2600,2961,High,Danger,2026-05-11 21:33:12
43,57,1,Dim,673,3461,High,Warning,2026-05-11 21:34:12
24,65,1,Dim,804,2305,Low,Warning,2026-05-11 21:35:12
35,61,1,Bright,2332,982,Low,Warning,2026-05-11 21:36:12
35,32,0,Dim,2798,1025,High,Warning,2026-05-11 21:37:12
25,36,1,Dim,2133,1917,Low,Warning,2026-05-11 21:38:12
22,54,0,Bright,1448,530,Low,Normal,2026-05-11 21:39:12
37,76,1,Dim,3025,3424,Low,Danger,2026-05-11 21:40:12
41,65,0,Dim,306,1529,Medium,Warning,2026-05-11 21:41:12
39,34,1,Bright,1226,644,High,Warning,2026-05-11 21:42:12
21,90,1,Bright,2591,1785,Low,Danger,2026-05-11 21:43:12
42,92,1,Dim,2498,1166,Medium,Danger,2026-05-11 21:44:12
34,69,0,Dim,2671,406,Medium,Warning,2026-05-11 21:45:12
38,44,1,Dark,2100,1656,High,Danger,2026-05-11 21:46:12
42,48,1,Dark,984,3448,Low,Danger,2026-05-11 21:47:12
43,65,1,Bright,1539,3342,Low,Danger,2026-05-11 21:48:12
29,74,1,Dim,1567,389,High,Warning,2026-05-11 21:49:12
36,36,0,Dim,1093,1903,Low,Warning,2026-05-11 21:50:12
29,79,0,Bright,2507,153,Low,Warning,2026-05-11 21:51:12
21,65,0,Bright,565,1674,High,Normal,2026-05-11 21:52:12
